Ativo,Data,Hora,Abertura,Máximo,Mínimo,Fechamento,Volume,Quantidade
WINJ20,31/03/2020,11:45:00,74860.00,75095.00,74755.00,74880.00,5056904008.00,337435
WINJ20,31/03/2020,11:30:00,74515.00,74970.00,74505.00,74860.00,5528281534.00,369873
WINJ20,31/03/2020,11:15:00,74595.00,74825.00,74360.00,74510.00,5675375155.00,380372
WINJ20,31/03/2020,11:00:00,74030.00,74645.00,74000.00,74590.00,4746488717.00,319291
WINJ20,31/03/2020,10:45:00,74330.00,74370.00,73735.00,74030.00,6614043789.00,446652
WINJ20,31/03/2020,10:30:00,74685.00,74875.00,74325.00,74335.00,7104407542.00,475878
WINJ20,31/03/2020,10:15:00,74370.00,74785.00,74160.00,74685.00,5131493180.00,344116
WINJ20,31/03/2020,10:00:00,74170.00,74500.00,74100.00,74370.00,3926327330.00,264144
WINJ20,31/03/2020,09:45:00,74205.00,74315.00,73900.00,74170.00,4131324294.00,278771
WINJ20,31/03/2020,09:30:00,74315.00,74500.00,74065.00,74210.00,4023398501.00,270783
WINJ20,31/03/2020,09:15:00,74470.00,74550.00,74115.00,74315.00,3509355308.00,236144
WINJ20,31/03/2020,09:00:00,75100.00,75105.00,74305.00,74470.00,2522760348.00,169271
WINJ20,30/03/2020,17:45:00,74670.00,75160.00,74655.00,75160.00,951558315.60,63513
WINJ20,30/03/2020,17:30:00,74710.00,74930.00,74630.00,74665.00,1332300332.00,89107
WINJ20,30/03/2020,17:15:00,74785.00,74890.00,74595.00,74710.00,1779900252.00,119054
WINJ20,30/03/2020,17:00:00,74525.00,74820.00,74360.00,74785.00,2983651644.00,200003
WINJ20,30/03/2020,16:45:00,74710.00,74880.00,74470.00,74525.00,4790313344.00,320683
WINJ20,30/03/2020,16:30:00,74470.00,74805.00,74220.00,74715.00,5054680322.00,339016
WINJ20,30/03/2020,16:15:00,74840.00,74995.00,74335.00,74465.00,5568093883.00,372839
WINJ20,30/03/2020,16:00:00,74400.00,74915.00,74270.00,74845.00,4243427949.00,284349
WINJ20,30/03/2020,15:45:00,74745.00,74810.00,74140.00,74405.00,4964914140.00,333423
WINJ20,30/03/2020,15:30:00,74400.00,74770.00,74250.00,74740.00,4254727952.00,285495
WINJ20,30/03/2020,15:15:00,73975.00,74410.00,73765.00,74395.00,5177171413.00,349485
WINJ20,30/03/2020,15:00:00,74415.00,74545.00,73865.00,73975.00,4505872385.00,303582
WINJ20,30/03/2020,14:45:00,74490.00,74740.00,74315.00,74415.00,4188500366.00,281026
WINJ20,30/03/2020,14:30:00,74820.00,74865.00,74420.00,74490.00,3682662499.00,246677
WINJ20,30/03/2020,14:15:00,74685.00,74940.00,74675.00,74820.00,3095014551.00,206799
WINJ20,30/03/2020,14:00:00,74985.00,74990.00,74550.00,74685.00,3815179117.00,255146
WINJ20,30/03/2020,13:45:00,74680.00,75035.00,74540.00,74985.00,4092856258.00,273523
WINJ20,30/03/2020,13:30:00,74585.00,74920.00,74285.00,74675.00,4214709665.00,282402
WINJ20,30/03/2020,13:15:00,73970.00,74690.00,73920.00,74585.00,4581193824.00,307965
WINJ20,30/03/2020,13:00:00,74155.00,74180.00,73630.00,73975.00,4040587365.00,273560
WINJ20,30/03/2020,12:45:00,74075.00,74310.00,73820.00,74160.00,3587357429.00,242179
WINJ20,30/03/2020,12:30:00,74490.00,74615.00,73890.00,74070.00,4041605828.00,272324
WINJ20,30/03/2020,12:15:00,74390.00,74595.00,74075.00,74490.00,3561248451.00,239434
WINJ20,30/03/2020,12:00:00,74075.00,74625.00,73965.00,74385.00,4298550120.00,289125
WINJ20,30/03/2020,11:45:00,74245.00,74500.00,73915.00,74080.00,4595880445.00,309492
WINJ20,30/03/2020,11:30:00,73720.00,74465.00,73595.00,74250.00,5162894786.00,348364
WINJ20,30/03/2020,11:15:00,73680.00,74310.00,73550.00,73720.00,5622783931.00,380119
WINJ20,30/03/2020,11:00:00,73475.00,73835.00,73170.00,73680.00,5887977019.00,400412
WINJ20,30/03/2020,10:45:00,73880.00,74115.00,73080.00,73475.00,6518443377.00,442706
WINJ20,30/03/2020,10:30:00,74835.00,75130.00,73775.00,73885.00,6763548978.00,454157
WINJ20,30/03/2020,10:15:00,74795.00,74980.00,74455.00,74835.00,4564835766.00,305360
WINJ20,30/03/2020,10:00:00,74230.00,74845.00,73625.00,74790.00,5278243061.00,355849
WINJ20,30/03/2020,09:45:00,74130.00,74335.00,73720.00,74230.00,4558723571.00,307934
WINJ20,30/03/2020,09:30:00,74085.00,74385.00,73970.00,74125.00,3191624505.00,215177
WINJ20,30/03/2020,09:15:00,73770.00,74180.00,73635.00,74085.00,3463338977.00,234123
WINJ20,30/03/2020,09:00:00,73400.00,73995.00,72820.00,73770.00,3106226843.00,211428
WINJ20,27/03/2020,17:45:00,73355.00,73550.00,73030.00,73450.00,543576597.90,37091
WINJ20,27/03/2020,17:30:00,73145.00,73570.00,72950.00,73360.00,1296110038.00,88409
WINJ20,27/03/2020,17:15:00,73340.00,73390.00,72650.00,73140.00,1489248837.00,101941
WINJ20,27/03/2020,17:00:00,72760.00,73515.00,72500.00,73345.00,3852151413.00,263613
WINJ20,27/03/2020,16:45:00,74400.00,74560.00,72670.00,72760.00,6041749549.00,409532
WINJ20,27/03/2020,16:30:00,75520.00,75645.00,74325.00,74405.00,5771050573.00,385026
WINJ20,27/03/2020,16:15:00,75090.00,75810.00,75055.00,75525.00,4494845185.00,298031
WINJ20,27/03/2020,16:00:00,74875.00,75440.00,74625.00,75095.00,4846164591.00,322588
WINJ20,27/03/2020,15:45:00,74555.00,74955.00,74275.00,74880.00,4182873925.00,280258
WINJ20,27/03/2020,15:30:00,74745.00,75080.00,74490.00,74555.00,3749093947.00,250683
WINJ20,27/03/2020,15:15:00,74285.00,74925.00,74285.00,74745.00,4837269756.00,324075
WINJ20,27/03/2020,15:00:00,74125.00,74305.00,73845.00,74285.00,3346331377.00,225849
WINJ20,27/03/2020,14:45:00,74290.00,74390.00,73940.00,74125.00,3808986733.00,256684
WINJ20,27/03/2020,14:30:00,73535.00,74460.00,73435.00,74295.00,4959727766.00,334894
WINJ20,27/03/2020,14:15:00,73885.00,73995.00,73455.00,73535.00,4086649424.00,277130
WINJ20,27/03/2020,14:00:00,74110.00,74605.00,73765.00,73885.00,4157733950.00,280253
WINJ20,27/03/2020,13:45:00,74285.00,74300.00,73685.00,74110.00,3757962810.00,253928
WINJ20,27/03/2020,13:30:00,74010.00,74405.00,73785.00,74285.00,2952030605.00,198839
WINJ20,27/03/2020,13:15:00,73740.00,74220.00,73600.00,74010.00,3647924674.00,246541
WINJ20,27/03/2020,13:00:00,73555.00,74020.00,73395.00,73735.00,3968110833.00,269396
WINJ20,27/03/2020,12:45:00,73960.00,74290.00,73500.00,73550.00,4564205329.00,308802
WINJ20,27/03/2020,12:30:00,74370.00,74725.00,73835.00,73960.00,4838394593.00,325619
WINJ20,27/03/2020,12:15:00,74645.00,75195.00,74195.00,74370.00,5151294781.00,344405
WINJ20,27/03/2020,12:00:00,74370.00,75100.00,74370.00,74645.00,4449685945.00,297698
WINJ20,27/03/2020,11:45:00,73675.00,74470.00,73380.00,74375.00,4717659262.00,318942
WINJ20,27/03/2020,11:30:00,73890.00,73915.00,73220.00,73670.00,5097183996.00,346489
WINJ20,27/03/2020,11:15:00,74285.00,74490.00,73795.00,73895.00,4757855539.00,320685
WINJ20,27/03/2020,11:00:00,73785.00,74540.00,73380.00,74285.00,5495019282.00,370985
WINJ20,27/03/2020,10:45:00,73060.00,73830.00,73055.00,73780.00,4956685255.00,337449
WINJ20,27/03/2020,10:30:00,73435.00,74050.00,72930.00,73060.00,6527450027.00,444177
WINJ20,27/03/2020,10:15:00,73330.00,73925.00,73255.00,73430.00,4118521864.00,279814
WINJ20,27/03/2020,10:00:00,73855.00,74095.00,73175.00,73330.00,4110534016.00,279131
WINJ20,27/03/2020,09:45:00,73775.00,74395.00,73555.00,73850.00,4027204234.00,272336
WINJ20,27/03/2020,09:30:00,75260.00,75590.00,73745.00,73770.00,5200891643.00,348292
WINJ20,27/03/2020,09:15:00,74365.00,75435.00,74090.00,75255.00,3745058424.00,250436
WINJ20,27/03/2020,09:00:00,74760.00,75170.00,74240.00,74360.00,2503649263.00,167744
WINJ20,26/03/2020,17:45:00,77515.00,77950.00,77500.00,77650.00,715877360.50,46057
WINJ20,26/03/2020,17:30:00,77575.00,77750.00,77310.00,77520.00,1097321610.00,70759
WINJ20,26/03/2020,17:15:00,77700.00,77880.00,77025.00,77570.00,2313552371.00,149341
WINJ20,26/03/2020,17:00:00,78085.00,78250.00,77205.00,77705.00,4156072041.00,267330
WINJ20,26/03/2020,16:45:00,77145.00,78155.00,76790.00,78080.00,6211141470.00,400593
WINJ20,26/03/2020,16:30:00,77150.00,77525.00,76615.00,77145.00,5523655997.00,358094
WINJ20,26/03/2020,16:15:00,76440.00,77185.00,76195.00,77160.00,4460766328.00,290827
WINJ20,26/03/2020,16:00:00,77360.00,77440.00,76350.00,76440.00,4272783658.00,277875
WINJ20,26/03/2020,15:45:00,76895.00,77650.00,76885.00,77360.00,4520519496.00,292461
WINJ20,26/03/2020,15:30:00,76670.00,77570.00,76655.00,76885.00,5606114325.00,363177
WINJ20,26/03/2020,15:15:00,76005.00,76980.00,75815.00,76665.00,4568571448.00,298768
WINJ20,26/03/2020,15:00:00,76375.00,76950.00,75670.00,76005.00,5382836600.00,352744
WINJ20,26/03/2020,14:45:00,76570.00,77210.00,76215.00,76370.00,5448914783.00,355118
WINJ20,26/03/2020,14:30:00,76115.00,76580.00,75670.00,76570.00,3577404298.00,235228
WINJ20,26/03/2020,14:15:00,75800.00,76470.00,75510.00,76120.00,5188620978.00,341537
WINJ20,26/03/2020,14:00:00,76680.00,77090.00,75620.00,75800.00,5462394565.00,357743
WINJ20,26/03/2020,13:45:00,76760.00,77220.00,76315.00,76680.00,4852398050.00,315774
WINJ20,26/03/2020,13:30:00,77635.00,77820.00,76650.00,76765.00,4451372200.00,288090
WINJ20,26/03/2020,13:15:00,77495.00,77915.00,77240.00,77640.00,4524205478.00,291761
WINJ20,26/03/2020,13:00:00,77940.00,78135.00,77465.00,77495.00,4051844031.00,260322
WINJ20,26/03/2020,12:45:00,78475.00,78495.00,77680.00,77940.00,4918716042.00,314860
WINJ20,26/03/2020,12:30:00,78340.00,78850.00,78255.00,78470.00,5172381270.00,329000
WINJ20,26/03/2020,12:15:00,77810.00,78410.00,77780.00,78335.00,3533982618.00,226238
WINJ20,26/03/2020,12:00:00,77700.00,78185.00,77360.00,77810.00,4672370054.00,300220
WINJ20,26/03/2020,11:45:00,78200.00,78500.00,77120.00,77705.00,5894751160.00,379126
WINJ20,26/03/2020,11:30:00,77815.00,78425.00,77725.00,78195.00,4356141698.00,278872
WINJ20,26/03/2020,11:15:00,77935.00,78335.00,77605.00,77820.00,5145545575.00,329911
WINJ20,26/03/2020,11:00:00,78235.00,78470.00,77775.00,77935.00,4711728424.00,301457
WINJ20,26/03/2020,10:45:00,77740.00,78555.00,77050.00,78240.00,6056420032.00,389260
WINJ20,26/03/2020,10:30:00,77005.00,78140.00,76840.00,77735.00,7580037743.00,488375
WINJ20,26/03/2020,10:15:00,76385.00,77065.00,75795.00,77005.00,4364405848.00,285196
WINJ20,26/03/2020,10:00:00,75130.00,76470.00,74635.00,76390.00,4600556724.00,303853
WINJ20,26/03/2020,09:45:00,75395.00,75395.00,74190.00,75130.00,2278876382.00,152476
WINJ20,26/03/2020,09:30:00,72785.00,75525.00,72280.00,75525.00,1239784666.00,83886
WINJ20,26/03/2020,09:15:00,72320.00,73250.00,72225.00,72785.00,3300220113.00,226740
WINJ20,26/03/2020,09:00:00,73100.00,73500.00,72215.00,72315.00,2309089758.00,158812
WINJ20,25/03/2020,17:45:00,74255.00,74860.00,74210.00,74600.00,551035794.90,36979
WINJ20,25/03/2020,17:30:00,74360.00,74635.00,73980.00,74260.00,1096589941.00,73837
WINJ20,25/03/2020,17:15:00,74485.00,74760.00,73815.00,74365.00,1546642810.00,104201
WINJ20,25/03/2020,17:00:00,74925.00,75290.00,74230.00,74470.00,2636570050.00,175904
WINJ20,25/03/2020,16:45:00,76200.00,76230.00,74760.00,74925.00,5001881523.00,331667
WINJ20,25/03/2020,16:30:00,75990.00,76500.00,75980.00,76200.00,3197716553.00,209607
WINJ20,25/03/2020,16:15:00,76185.00,76465.00,75770.00,75990.00,3635468233.00,238645
WINJ20,25/03/2020,16:00:00,76325.00,76765.00,75940.00,76175.00,4170303150.00,272875
WINJ20,25/03/2020,15:45:00,75680.00,76475.00,75565.00,76320.00,4125917323.00,271355
WINJ20,25/03/2020,15:30:00,75990.00,76085.00,75150.00,75675.00,4242242719.00,280646
WINJ20,25/03/2020,15:15:00,76060.00,76355.00,75680.00,75990.00,2409273192.00,158492
WINJ20,25/03/2020,15:00:00,76350.00,76620.00,75315.00,76055.00,4636248115.00,305569
WINJ20,25/03/2020,14:45:00,76625.00,76800.00,75870.00,76355.00,3635610559.00,237869
WINJ20,25/03/2020,14:30:00,75825.00,76685.00,75620.00,76625.00,4265503615.00,280156
WINJ20,25/03/2020,14:15:00,75160.00,75870.00,75075.00,75825.00,4300486540.00,284658
WINJ20,25/03/2020,14:00:00,74200.00,75450.00,74070.00,75155.00,5445728308.00,363630
WINJ20,25/03/2020,13:45:00,74040.00,74425.00,73710.00,74200.00,4776684553.00,321946
WINJ20,25/03/2020,13:30:00,73510.00,74095.00,73265.00,74045.00,4353415090.00,295054
WINJ20,25/03/2020,13:15:00,73260.00,73780.00,73165.00,73515.00,3953656360.00,269025
WINJ20,25/03/2020,13:00:00,72275.00,73365.00,72225.00,73260.00,4758031689.00,326460
WINJ20,25/03/2020,12:45:00,71765.00,72385.00,71550.00,72275.00,3919005246.00,272103
WINJ20,25/03/2020,12:30:00,72170.00,72380.00,71535.00,71760.00,4558394853.00,316617
WINJ20,25/03/2020,12:15:00,71810.00,72675.00,71610.00,72165.00,4763122253.00,330212
WINJ20,25/03/2020,12:00:00,71875.00,72460.00,71725.00,71805.00,4840032201.00,335777
WINJ20,25/03/2020,11:45:00,71175.00,71935.00,70980.00,71875.00,5544526325.00,387798
WINJ20,25/03/2020,11:30:00,70535.00,71480.00,70485.00,71175.00,5356967090.00,377180
WINJ20,25/03/2020,11:15:00,69930.00,70880.00,69835.00,70535.00,5559446428.00,395526
WINJ20,25/03/2020,11:00:00,70445.00,70680.00,69870.00,69925.00,4829808885.00,343769
WINJ20,25/03/2020,10:45:00,71255.00,71320.00,70205.00,70445.00,5285917176.00,373685
WINJ20,25/03/2020,10:30:00,70395.00,71690.00,69820.00,71255.00,5469222709.00,385222
WINJ20,25/03/2020,10:15:00,69580.00,70795.00,69570.00,70395.00,4647023443.00,331174
WINJ20,25/03/2020,10:00:00,68785.00,69665.00,68515.00,69590.00,3236427187.00,234435
WINJ20,25/03/2020,09:45:00,68970.00,69015.00,68420.00,68780.00,2783928361.00,202699
WINJ20,25/03/2020,09:30:00,68240.00,69075.00,68235.00,68980.00,3112391942.00,226257
WINJ20,25/03/2020,09:15:00,67980.00,68650.00,67950.00,68245.00,2606124450.00,190850
WINJ20,25/03/2020,09:00:00,68510.00,69230.00,67740.00,67975.00,1865104247.00,136082
WINJ20,24/03/2020,17:45:00,69785.00,69840.00,68720.00,69000.00,976031831.20,70406
WINJ20,24/03/2020,17:30:00,69845.00,70170.00,69725.00,69785.00,1129306149.00,80745
WINJ20,24/03/2020,17:15:00,70050.00,70140.00,69645.00,69850.00,1334222384.00,95502
WINJ20,24/03/2020,17:00:00,70215.00,70230.00,69595.00,70055.00,2451346091.00,175352
WINJ20,24/03/2020,16:45:00,70380.00,70500.00,70030.00,70220.00,3286158787.00,233757
WINJ20,24/03/2020,16:30:00,70050.00,70490.00,69760.00,70380.00,2756079279.00,196508
WINJ20,24/03/2020,16:15:00,70335.00,70405.00,69860.00,70045.00,2569197165.00,183334
WINJ20,24/03/2020,16:00:00,70440.00,70455.00,70000.00,70335.00,2466958440.00,175596
WINJ20,24/03/2020,15:45:00,70435.00,70525.00,69890.00,70445.00,3160436536.00,225060
WINJ20,24/03/2020,15:30:00,70270.00,70650.00,70030.00,70440.00,2908718725.00,206598
WINJ20,24/03/2020,15:15:00,69320.00,70445.00,69225.00,70270.00,3296014638.00,235527
WINJ20,24/03/2020,15:00:00,69560.00,69815.00,69190.00,69320.00,2354601646.00,169486
WINJ20,24/03/2020,14:45:00,69795.00,70050.00,69410.00,69555.00,2538952006.00,182212
WINJ20,24/03/2020,14:30:00,69885.00,70285.00,69660.00,69795.00,2538160115.00,181269
WINJ20,24/03/2020,14:15:00,69835.00,70195.00,69145.00,69885.00,3330136607.00,239026
WINJ20,24/03/2020,14:00:00,70960.00,71060.00,69260.00,69830.00,4082312781.00,290916
WINJ20,24/03/2020,13:45:00,71485.00,71490.00,70910.00,70960.00,2089894477.00,146680
WINJ20,24/03/2020,13:30:00,71500.00,71575.00,71165.00,71490.00,1951020178.00,136631
WINJ20,24/03/2020,13:15:00,70740.00,71575.00,70700.00,71505.00,2113335791.00,148354
WINJ20,24/03/2020,13:00:00,71425.00,71430.00,70620.00,70740.00,2083337240.00,146805
WINJ20,24/03/2020,12:45:00,69405.00,71700.00,69405.00,71700.00,144580534.10,10186
WINJ20,24/03/2020,12:30:00,69405.00,69405.00,69405.00,69405.00,4372515.06,315
WINJ20,24/03/2020,12:15:00,69405.00,69405.00,69405.00,69405.00,19711020.29,1420
WINJ20,24/03/2020,12:00:00,69235.00,69405.00,69140.00,69405.00,1024532947.00,73929
WINJ20,24/03/2020,11:45:00,69315.00,69375.00,68945.00,69235.00,1632702996.00,118026
WINJ20,24/03/2020,11:30:00,69325.00,69405.00,69210.00,69315.00,1383605229.00,99811
WINJ20,24/03/2020,11:15:00,69265.00,69385.00,69120.00,69320.00,1662613573.00,120008
WINJ20,24/03/2020,11:00:00,68910.00,69285.00,68435.00,69260.00,3592078241.00,260858
WINJ20,24/03/2020,10:45:00,68705.00,69250.00,68315.00,68905.00,3948811437.00,286801
WINJ20,24/03/2020,10:30:00,69260.00,69395.00,68640.00,68700.00,3428446368.00,248041
WINJ20,24/03/2020,10:15:00,68730.00,69315.00,68555.00,69255.00,2293465934.00,166425
WINJ20,24/03/2020,10:00:00,68455.00,68980.00,68000.00,68720.00,2821244816.00,206131
WINJ20,24/03/2020,09:45:00,67825.00,68500.00,67525.00,68455.00,2825906438.00,207619
WINJ20,24/03/2020,09:30:00,67430.00,68090.00,67365.00,67825.00,2348584812.00,173346
WINJ20,24/03/2020,09:15:00,67080.00,67590.00,66750.00,67430.00,2345151508.00,174563
WINJ20,24/03/2020,09:00:00,68380.00,68380.00,66670.00,67385.00,1549361895.00,115055
WINJ20,23/03/2020,17:45:00,63910.00,63965.00,63645.00,63920.00,512293523.90,40128
WINJ20,23/03/2020,17:30:00,63870.00,64190.00,63460.00,63915.00,1272863516.00,99743
WINJ20,23/03/2020,17:15:00,62965.00,64415.00,62895.00,63865.00,1641129308.00,128848
WINJ20,23/03/2020,17:00:00,63315.00,63480.00,62575.00,62965.00,2447095618.00,193879
WINJ20,23/03/2020,16:45:00,62940.00,63615.00,62720.00,63315.00,3214639854.00,254361
WINJ20,23/03/2020,16:30:00,62355.00,63120.00,62175.00,62940.00,3051578843.00,243470
WINJ20,23/03/2020,16:15:00,62815.00,62935.00,62050.00,62355.00,3083777691.00,246958
WINJ20,23/03/2020,16:00:00,63325.00,63760.00,62625.00,62820.00,3524744070.00,278863
WINJ20,23/03/2020,15:45:00,63740.00,63925.00,63235.00,63325.00,2861435189.00,224994
WINJ20,23/03/2020,15:30:00,63825.00,63875.00,63375.00,63735.00,2924027239.00,229690
WINJ20,23/03/2020,15:15:00,63580.00,63980.00,63150.00,63820.00,3237338223.00,254608
WINJ20,23/03/2020,15:00:00,63575.00,64070.00,63115.00,63585.00,3592943862.00,282871
WINJ20,23/03/2020,14:45:00,63370.00,64695.00,63015.00,63570.00,4288905112.00,336034
WINJ20,23/03/2020,14:30:00,63835.00,64030.00,63200.00,63365.00,3514545987.00,276375
WINJ20,23/03/2020,14:15:00,64915.00,64995.00,63790.00,63840.00,2955912851.00,229424
WINJ20,23/03/2020,14:00:00,64325.00,65060.00,64100.00,64915.00,3092049462.00,239571
WINJ20,23/03/2020,13:45:00,63810.00,64600.00,63610.00,64325.00,3077826020.00,240022
WINJ20,23/03/2020,13:30:00,63575.00,64000.00,63180.00,63805.00,2745596141.00,215881
WINJ20,23/03/2020,13:15:00,62905.00,63985.00,62785.00,63570.00,3674425353.00,288943
WINJ20,23/03/2020,13:00:00,62905.00,63330.00,62435.00,62905.00,3363111146.00,267226
WINJ20,23/03/2020,12:45:00,62010.00,62945.00,61900.00,62905.00,2894030473.00,231987
WINJ20,23/03/2020,12:30:00,62590.00,63170.00,61935.00,62010.00,3325158060.00,266095
WINJ20,23/03/2020,12:15:00,63280.00,63465.00,62540.00,62585.00,3111329574.00,247172
WINJ20,23/03/2020,12:00:00,63760.00,64195.00,63100.00,63275.00,2987594493.00,234628
WINJ20,23/03/2020,11:45:00,64885.00,64905.00,63530.00,63760.00,3308401455.00,258250
WINJ20,23/03/2020,11:30:00,64285.00,65130.00,63940.00,64890.00,4068673183.00,315310
WINJ20,23/03/2020,11:15:00,64960.00,65290.00,63575.00,64280.00,4215963516.00,327700
WINJ20,23/03/2020,11:00:00,64810.00,65215.00,63650.00,64960.00,3765993036.00,292392
WINJ20,23/03/2020,10:45:00,63410.00,65125.00,63330.00,64815.00,3547761188.00,276534
WINJ20,23/03/2020,10:30:00,64335.00,65235.00,63240.00,63240.00,2614123796.00,203522
WINJ20,23/03/2020,10:15:00,66580.00,66890.00,64070.00,64340.00,3656512035.00,279144
WINJ20,23/03/2020,10:00:00,67750.00,67900.00,66530.00,66580.00,2933244367.00,218039
WINJ20,23/03/2020,09:45:00,68425.00,68590.00,67515.00,67755.00,2471289588.00,181626
WINJ20,23/03/2020,09:30:00,67765.00,68980.00,67275.00,68420.00,1856232561.00,136215
WINJ20,23/03/2020,09:15:00,67290.00,69965.00,67220.00,67775.00,806872853.90,58907
WINJ20,23/03/2020,09:00:00,64240.00,66360.00,64240.00,66360.00,644429266.80,49350
WINJ20,20/03/2020,17:45:00,66310.00,66695.00,65870.00,66390.00,537836031.10,40607
WINJ20,20/03/2020,17:30:00,66660.00,67225.00,66200.00,66315.00,939628627.10,70602
WINJ20,20/03/2020,17:15:00,67060.00,67670.00,66410.00,66680.00,1428499767.00,106543
WINJ20,20/03/2020,17:00:00,66445.00,67850.00,66325.00,67060.00,2240043522.00,167355
WINJ20,20/03/2020,16:45:00,66750.00,67250.00,66210.00,66445.00,3766051716.00,282511
WINJ20,20/03/2020,16:30:00,66745.00,67435.00,66520.00,66745.00,3621513029.00,270266
WINJ20,20/03/2020,16:15:00,67135.00,67515.00,65780.00,66755.00,4035370413.00,303488
WINJ20,20/03/2020,16:00:00,66820.00,67300.00,66150.00,67145.00,4548899064.00,340754
WINJ20,20/03/2020,15:45:00,67600.00,68110.00,66505.00,66815.00,3946499178.00,292807
WINJ20,20/03/2020,15:30:00,68075.00,68390.00,67110.00,67600.00,3951230088.00,291817
WINJ20,20/03/2020,15:15:00,69440.00,69480.00,67930.00,68080.00,4289349624.00,312139
WINJ20,20/03/2020,15:00:00,69810.00,70345.00,69420.00,69425.00,2942691018.00,210516
WINJ20,20/03/2020,14:45:00,69440.00,70000.00,69265.00,69815.00,2573996202.00,184649
WINJ20,20/03/2020,14:30:00,69565.00,69940.00,69115.00,69445.00,3122127967.00,224555
WINJ20,20/03/2020,14:15:00,69495.00,70180.00,69050.00,69570.00,3191906669.00,229189
WINJ20,20/03/2020,14:00:00,69070.00,70090.00,68965.00,69495.00,3118712828.00,223672
WINJ20,20/03/2020,13:45:00,68750.00,69730.00,68490.00,69065.00,3025220070.00,218842
WINJ20,20/03/2020,13:30:00,67865.00,69045.00,67705.00,68750.00,3514863519.00,256146
WINJ20,20/03/2020,13:15:00,69150.00,69250.00,67625.00,67865.00,3814805350.00,279701
WINJ20,20/03/2020,13:00:00,70125.00,70270.00,68725.00,69155.00,3744716430.00,269768
WINJ20,20/03/2020,12:45:00,69950.00,70510.00,69740.00,70125.00,3025635021.00,215851
WINJ20,20/03/2020,12:30:00,69740.00,70140.00,69140.00,69955.00,3562775169.00,255450
WINJ20,20/03/2020,12:15:00,71285.00,71435.00,69070.00,69715.00,3893889846.00,276460
WINJ20,20/03/2020,12:00:00,71985.00,72385.00,71190.00,71285.00,3676254673.00,256043
WINJ20,20/03/2020,11:45:00,71255.00,72300.00,71020.00,71990.00,3306012018.00,230230
WINJ20,20/03/2020,11:30:00,71095.00,71930.00,71085.00,71260.00,3350522712.00,234324
WINJ20,20/03/2020,11:15:00,70140.00,71400.00,70120.00,71090.00,3040688688.00,214825
WINJ20,20/03/2020,11:00:00,70310.00,70930.00,69920.00,70145.00,3125409160.00,221938
WINJ20,20/03/2020,10:45:00,70095.00,71135.00,69860.00,70320.00,4195320340.00,297723
WINJ20,20/03/2020,10:30:00,71065.00,71615.00,70000.00,70095.00,4084983842.00,288072
WINJ20,20/03/2020,10:15:00,70930.00,71300.00,70175.00,71070.00,3203534192.00,226161
WINJ20,20/03/2020,10:00:00,69765.00,70995.00,69680.00,70930.00,2984343349.00,211805
